employee_id,age,experience_years,education_level,department,skill_level,technical_skill_score,communication_score,leadership_score,problem_solving_score,task_id,task_complexity,required_skill_level,deadline_days,workload_hours,task_priority,team_size,previous_task_success_rate,attendance_rate,performance_rating,idle_time_hours,conflict_rate,allocation_status
689,24,8,Master,R&D,Low,44,42,47,41,2023,High,Low,23,9,High,3,72,73,Average,1,3,Optimal
690,53,3,Master,HR,Expert,46,82,70,61,9513,High,Expert,29,4,Critical,6,74,73,Excellent,4,2,Suboptimal
691,24,14,PhD,Finance,Medium,49,82,37,45,8235,High,Expert,23,2,Low,2,95,87,Average,3,4,Suboptimal
692,48,24,PhD,R&D,Medium,49,55,61,83,4757,Medium,Medium,6,8,Critical,4,91,70,Excellent,0,2,Suboptimal
693,50,11,Diploma,Operations,Expert,90,74,70,41,9068,Medium,Expert,20,10,High,5,78,90,Good,3,2,Suboptimal
694,53,22,Master,Finance,Medium,96,48,74,68,9641,Medium,Medium,26,7,Low,8,74,75,Excellent,2,0,Reassignment Required
695,40,2,Bachelor,Marketing,Low,97,74,38,75,2284,High,Expert,29,3,Critical,5,97,95,Excellent,3,1,Suboptimal
696,42,22,Master,Operations,High,67,58,77,46,2660,Low,Low,24,3,Critical,3,81,78,Excellent,3,2,Optimal
697,26,13,Bachelor,Operations,Low,75,82,53,55,6353,Low,Low,28,2,High,4,72,86,Poor,1,4,Optimal
698,39,16,Bachelor,IT,Expert,49,85,73,72,1903,Medium,Low,8,7,Critical,2,79,90,Excellent,3,1,Suboptimal
699,49,18,Diploma,Marketing,Low,89,73,87,72,9521,Medium,High,17,9,Low,9,74,80,Poor,4,1,Suboptimal
700,43,5,Master,IT,Medium,74,78,95,53,9828,High,Expert,25,2,Critical,9,66,98,Excellent,1,4,Suboptimal
701,42,3,Bachelor,IT,Low,92,49,47,82,7010,Medium,High,24,2,Low,4,81,90,Excellent,2,3,Suboptimal
702,27,6,PhD,HR,High,74,49,58,51,1412,Medium,Low,18,2,Critical,4,79,78,Poor,4,4,Suboptimal
703,22,29,Bachelor,IT,Medium,76,59,31,82,7639,Medium,Expert,25,11,High,3,78,80,Excellent,4,3,Optimal
704,26,18,PhD,Finance,High,87,40,97,45,4833,Medium,High,4,6,Low,2,86,96,Excellent,2,1,Reassignment Required
705,33,16,PhD,Operations,High,59,45,68,94,3415,Low,Low,26,8,Critical,3,67,73,Poor,0,4,Suboptimal
706,47,24,Master,IT,High,52,92,70,51,3586,High,Low,12,5,Medium,2,77,82,Poor,3,2,Suboptimal
707,55,15,PhD,R&D,Low,50,85,51,92,6571,Low,Expert,22,2,Low,6,69,98,Poor,3,4,Suboptimal
708,35,14,Bachelor,Finance,Low,97,98,78,70,9672,Medium,Expert,16,2,Low,9,94,88,Poor,0,2,Suboptimal
709,47,21,PhD,Marketing,Low,84,41,57,51,7557,High,Medium,18,11,Low,6,74,72,Excellent,5,2,Reassignment Required
710,48,7,Master,Operations,Low,58,77,45,49,7280,High,Expert,10,4,Medium,8,82,91,Excellent,2,1,Reassignment Required
711,30,18,Diploma,R&D,Medium,67,72,97,79,3882,Low,Low,4,6,High,5,71,96,Good,5,3,Optimal
712,47,7,Bachelor,R&D,Low,77,42,91,66,3519,Low,Medium,2,6,Critical,3,86,70,Excellent,5,3,Suboptimal
713,43,17,Bachelor,Marketing,Medium,95,75,65,91,5400,Medium,Medium,28,10,Medium,6,65,86,Average,0,2,Suboptimal
714,51,27,Master,R&D,High,84,52,51,90,9846,Low,Expert,25,10,Critical,9,83,86,Average,1,3,Optimal
715,38,15,Master,Finance,Medium,99,74,40,46,1180,Medium,Low,15,10,Medium,8,81,76,Average,1,4,Optimal
716,47,19,Master,Marketing,Expert,43,54,71,85,5125,Medium,High,9,9,Medium,7,68,83,Excellent,1,2,Suboptimal
717,57,18,Master,R&D,Low,96,84,84,75,4019,Medium,Low,15,10,Critical,9,69,74,Average,0,2,Reassignment Required
718,22,9,Bachelor,Marketing,Expert,93,61,64,72,1764,High,Low,5,9,Critical,9,62,99,Excellent,4,0,Optimal
719,29,16,Diploma,Marketing,Medium,76,82,86,66,5135,High,Expert,19,9,Critical,4,65,83,Poor,1,4,Suboptimal
720,56,12,PhD,IT,Low,58,43,63,47,6038,Low,High,3,9,High,4,85,80,Excellent,0,3,Suboptimal
721,36,12,PhD,IT,Expert,76,56,99,44,7799,Low,Medium,17,9,Low,6,73,94,Good,1,3,Suboptimal
722,43,6,Diploma,IT,Low,92,44,33,47,4390,High,High,13,6,Medium,3,95,97,Excellent,1,0,Optimal
723,35,26,Diploma,R&D,Medium,53,60,75,79,2064,Low,Expert,24,11,Low,5,78,96,Average,3,4,Optimal
724,47,9,Diploma,Operations,Expert,70,96,40,99,3456,Medium,Low,3,4,Critical,8,98,99,Poor,0,1,Optimal
725,49,1,Master,Finance,Medium,67,63,90,60,6681,Medium,Low,28,5,Critical,4,82,72,Poor,3,1,Suboptimal
726,44,3,Bachelor,R&D,Expert,99,70,64,63,2346,High,High,4,10,Medium,5,64,75,Poor,2,4,Optimal
727,35,24,Bachelor,IT,High,75,79,98,46,7997,Low,High,18,8,Medium,4,74,76,Good,1,3,Suboptimal
728,45,5,Bachelor,Marketing,High,83,92,86,58,5132,Low,Expert,24,10,Medium,8,89,88,Good,5,1,Reassignment Required
729,23,23,Master,R&D,High,77,95,40,70,3453,High,High,3,8,Medium,2,92,78,Good,5,1,Reassignment Required
730,47,17,Bachelor,Marketing,High,58,69,41,75,1538,Medium,Expert,14,9,Medium,9,97,71,Average,1,3,Reassignment Required
731,35,22,Master,Marketing,High,81,81,72,66,3303,Medium,Medium,16,4,Critical,6,78,97,Average,3,4,Optimal
732,28,5,Bachelor,Marketing,Medium,40,46,48,99,7421,Low,High,12,9,Medium,3,64,81,Good,5,0,Suboptimal
733,24,28,Diploma,HR,High,62,88,97,68,1248,High,Low,11,5,High,4,68,76,Excellent,0,4,Optimal
734,44,29,PhD,Operations,Medium,94,99,88,62,2391,High,High,2,7,Low,6,66,79,Good,4,0,Reassignment Required
735,39,24,PhD,Finance,High,67,46,31,59,3172,Medium,Low,1,2,Low,5,83,89,Good,5,4,Suboptimal
736,59,22,Master,Finance,Low,87,66,37,45,2335,Medium,Medium,13,3,High,3,75,84,Good,4,1,Reassignment Required
737,56,16,Bachelor,IT,High,43,63,51,51,3259,Low,Medium,26,8,Medium,3,96,94,Poor,2,2,Suboptimal
738,36,13,PhD,HR,Low,80,58,50,89,7615,High,High,18,7,Critical,6,69,92,Average,0,2,Optimal
739,46,23,Diploma,R&D,Medium,99,80,58,51,6534,Low,Expert,18,11,Critical,6,80,93,Poor,0,3,Suboptimal
740,58,10,Diploma,R&D,High,57,95,66,89,9691,Low,Low,13,6,High,8,80,96,Excellent,3,4,Reassignment Required
741,49,25,Diploma,Finance,Expert,88,73,58,42,1810,High,Medium,4,8,High,6,74,95,Excellent,1,4,Suboptimal
742,31,18,Master,Operations,Medium,86,61,66,81,5984,High,High,27,3,High,2,72,88,Average,1,3,Suboptimal
743,38,29,Master,Marketing,High,90,91,50,78,8348,Medium,Medium,1,11,Low,2,66,75,Excellent,0,3,Reassignment Required
744,43,1,Bachelor,IT,Medium,78,90,41,74,8556,High,High,15,5,High,3,99,89,Poor,4,0,Reassignment Required
745,47,27,Diploma,Operations,Expert,64,66,77,99,4713,Low,Low,17,6,Critical,9,67,82,Poor,2,0,Reassignment Required
746,46,2,Bachelor,Finance,High,57,45,76,58,4704,Low,High,6,9,Medium,6,97,89,Poor,3,2,Reassignment Required
747,38,10,Bachelor,HR,Expert,45,49,44,84,2210,High,Low,5,7,Critical,7,61,81,Excellent,0,1,Suboptimal
748,34,5,Diploma,IT,High,58,84,96,43,4745,Low,Medium,1,7,High,7,96,87,Good,2,4,Suboptimal
749,41,28,Bachelor,Finance,Low,92,70,42,70,8791,High,Low,22,6,Critical,2,81,85,Poor,0,2,Reassignment Required
750,46,13,PhD,R&D,Medium,51,64,88,81,2491,Medium,Low,16,11,Low,3,63,80,Poor,2,2,Suboptimal
751,25,18,Master,IT,Expert,64,41,42,77,8301,Medium,Expert,14,6,Critical,4,66,95,Good,2,1,Reassignment Required
752,31,25,Bachelor,Finance,Medium,74,49,48,72,7460,High,Medium,24,2,Low,9,60,94,Good,5,2,Suboptimal
753,24,15,Diploma,R&D,Expert,40,49,86,45,4048,Low,Low,29,5,Medium,8,78,80,Average,1,2,Optimal
754,39,20,Master,R&D,Medium,44,65,61,47,5919,High,Expert,5,10,High,9,89,70,Excellent,5,1,Suboptimal
755,57,21,Master,Marketing,Medium,40,44,50,67,3934,High,Expert,3,3,Medium,7,61,70,Poor,3,2,Reassignment Required
756,43,23,Bachelor,HR,Medium,47,61,43,54,7110,Medium,Low,3,7,High,6,72,76,Average,3,4,Optimal
757,55,6,PhD,Marketing,Low,78,43,53,70,2817,High,High,29,3,Medium,2,87,95,Excellent,5,3,Optimal
758,29,29,Bachelor,Finance,High,86,94,78,47,7613,Medium,Low,27,10,Medium,3,73,76,Average,1,1,Reassignment Required
759,40,26,PhD,Operations,Low,82,73,61,93,5319,Medium,High,12,6,Medium,6,62,73,Excellent,4,3,Reassignment Required
760,58,7,Master,Marketing,Medium,57,46,40,45,2275,High,Low,18,10,Low,3,75,83,Poor,5,4,Suboptimal
761,27,18,Bachelor,Operations,Expert,85,89,89,68,8231,High,Medium,9,11,Low,4,84,93,Average,3,2,Suboptimal
762,47,19,Diploma,R&D,Medium,98,56,97,90,3877,High,Expert,25,6,Critical,7,62,74,Excellent,1,2,Optimal
763,55,15,Bachelor,Finance,High,48,50,90,85,5014,High,Low,23,10,Critical,3,93,91,Excellent,2,2,Suboptimal
764,27,21,PhD,HR,Low,44,92,34,73,5087,Medium,Low,17,3,Critical,8,62,81,Excellent,2,3,Suboptimal
765,58,26,PhD,Operations,High,94,89,65,46,2147,High,Low,17,8,High,8,88,73,Good,3,0,Suboptimal
766,54,6,Bachelor,Finance,Expert,43,47,93,79,1237,Medium,High,20,9,Low,3,99,72,Excellent,2,3,Optimal
767,43,8,PhD,Operations,High,83,67,61,49,3122,Medium,Medium,28,4,Medium,4,78,87,Good,3,0,Suboptimal
768,42,12,Master,Marketing,Low,68,99,95,52,8609,Low,Medium,18,2,Critical,5,79,93,Poor,0,3,Suboptimal
769,27,0,Bachelor,Finance,Expert,40,83,39,61,5595,Medium,Low,29,3,Low,8,80,96,Average,1,4,Reassignment Required
770,27,28,PhD,Marketing,High,69,95,50,60,4983,Low,Expert,3,11,Low,6,79,74,Poor,4,3,Optimal
771,25,7,Bachelor,IT,Low,95,72,69,91,9134,High,Expert,18,6,High,4,87,95,Good,3,3,Reassignment Required
772,51,23,Bachelor,Finance,Low,84,91,71,40,6606,Low,Low,15,10,Medium,8,86,75,Poor,4,1,Optimal
773,32,21,Diploma,Operations,Medium,40,64,75,80,2623,High,High,1,6,Low,7,84,83,Good,1,2,Reassignment Required
774,51,3,Bachelor,IT,High,42,60,70,98,8226,Medium,Expert,3,2,Low,4,61,75,Good,5,2,Reassignment Required
775,52,2,Diploma,Marketing,Expert,61,51,33,81,1722,Low,Medium,7,2,Critical,9,83,89,Excellent,1,2,Reassignment Required
776,45,26,PhD,Marketing,Medium,47,98,43,91,2095,High,Expert,10,3,High,7,92,94,Good,0,0,Reassignment Required
777,30,2,Diploma,Operations,High,95,65,43,41,4827,High,Expert,9,2,High,9,78,92,Excellent,1,4,Suboptimal
778,24,21,Diploma,IT,High,57,68,82,91,5285,Low,Low,26,9,Medium,6,85,81,Average,2,0,Suboptimal
779,52,12,Diploma,R&D,Expert,64,77,58,68,1995,Low,Expert,9,3,High,7,62,97,Excellent,5,1,Suboptimal
780,58,7,Master,HR,Medium,87,74,52,50,6681,High,Low,8,9,Medium,3,86,95,Excellent,4,1,Reassignment Required
781,57,6,Diploma,Operations,Medium,91,76,60,76,5661,High,Medium,6,6,Medium,2,73,81,Excellent,1,3,Optimal
782,45,26,Bachelor,Marketing,Expert,59,85,90,89,1992,Medium,Expert,1,2,Critical,6,79,98,Excellent,1,1,Optimal
783,52,0,Diploma,Finance,Medium,70,83,52,46,3783,High,Low,16,5,Critical,9,94,77,Average,4,1,Reassignment Required
784,27,26,Bachelor,IT,Low,69,84,37,74,9347,Low,Low,24,3,Low,4,82,92,Average,4,4,Reassignment Required
785,23,15,Diploma,R&D,Expert,55,84,45,69,6682,High,Medium,24,7,Critical,3,84,89,Average,0,1,Suboptimal
786,41,5,Master,HR,High,41,68,55,55,6961,High,Expert,28,6,Low,7,63,94,Good,1,3,Reassignment Required
787,49,6,PhD,Finance,Expert,56,88,58,54,5768,Low,High,25,10,Low,5,61,71,Good,2,2,Suboptimal
788,32,11,Diploma,IT,Low,49,63,35,79,6760,Medium,Expert,10,4,Low,3,61,99,Excellent,2,0,Suboptimal
789,25,22,Diploma,R&D,Expert,46,98,66,59,6204,High,Low,11,6,Low,2,84,74,Excellent,0,0,Reassignment Required
790,36,8,Master,Operations,High,98,54,62,67,8552,Low,Low,12,11,Medium,3,82,99,Good,1,0,Optimal
791,27,26,Diploma,R&D,High,81,45,75,98,9246,Low,Medium,22,8,Low,8,80,87,Excellent,4,3,Optimal
792,51,10,Bachelor,Operations,Expert,90,71,90,76,1084,Low,Medium,3,10,Low,2,84,93,Average,2,4,Reassignment Required
793,59,9,Diploma,IT,Expert,91,83,70,42,6976,Low,High,6,4,Low,5,86,94,Poor,5,3,Suboptimal
794,23,20,Diploma,R&D,Low,98,73,47,68,9147,Medium,High,8,5,Medium,5,70,72,Excellent,5,0,Suboptimal
795,36,0,PhD,HR,Low,48,75,45,98,8084,Low,Low,23,2,High,3,73,85,Poor,1,3,Optimal
796,32,17,PhD,R&D,High,93,59,80,76,3779,High,High,13,3,High,6,76,74,Average,0,3,Suboptimal
797,29,3,Diploma,IT,Medium,56,96,66,48,7055,Medium,High,24,4,Low,6,74,78,Excellent,0,3,Optimal
798,47,4,Master,Finance,Medium,48,96,43,66,3669,Low,High,19,11,High,6,90,75,Average,5,2,Reassignment Required
799,26,8,PhD,Finance,Medium,48,92,97,71,2008,High,Expert,8,8,Critical,7,93,88,Average,4,3,Reassignment Required
800,27,26,Diploma,R&D,Medium,76,51,59,87,3364,Medium,Expert,21,8,Critical,7,95,91,Average,0,4,Suboptimal
801,47,16,PhD,R&D,High,63,74,89,85,4686,High,Low,23,2,Critical,5,99,94,Good,0,2,Reassignment Required
802,25,2,Diploma,Operations,Medium,78,88,82,89,7768,Medium,Expert,13,10,Critical,8,72,96,Excellent,0,3,Reassignment Required
803,40,15,PhD,IT,Medium,50,77,65,78,3199,Low,High,4,4,Medium,2,77,96,Average,2,1,Suboptimal
804,41,4,PhD,Operations,Expert,47,95,59,70,1909,High,High,3,4,Low,7,76,85,Good,4,0,Suboptimal
805,54,15,Bachelor,HR,Medium,64,56,93,86,4439,Low,High,22,3,Medium,7,98,95,Excellent,4,2,Optimal
806,41,2,Diploma,Finance,Expert,85,66,43,65,6882,Medium,Expert,25,4,Medium,4,87,76,Average,4,1,Reassignment Required
807,33,19,Diploma,Marketing,High,41,56,52,79,3913,Low,Medium,20,7,Low,3,85,73,Excellent,0,0,Reassignment Required
808,22,14,Diploma,Marketing,Expert,49,50,77,42,5695,Low,High,28,11,Medium,7,73,85,Good,0,4,Suboptimal
809,47,29,Diploma,IT,Low,92,94,57,50,2006,High,High,25,5,Low,7,96,89,Good,5,1,Reassignment Required
810,35,2,PhD,IT,Expert,63,78,36,91,8114,Low,Medium,3,3,Medium,2,70,86,Excellent,2,4,Optimal
811,59,19,Bachelor,Marketing,Medium,87,41,71,68,2143,Low,Medium,22,9,High,4,91,88,Excellent,0,4,Optimal
812,58,13,Bachelor,IT,Expert,55,90,39,66,8552,Low,Low,12,2,High,5,83,97,Good,2,1,Suboptimal
813,32,15,Master,Finance,Expert,58,41,97,97,2224,Medium,Low,5,11,Critical,4,90,94,Average,4,1,Reassignment Required
814,57,28,Diploma,HR,High,98,93,73,89,5495,High,Expert,25,9,High,8,99,86,Good,2,2,Optimal
815,34,28,Master,HR,High,70,68,42,86,9259,High,Medium,6,3,Critical,5,67,82,Average,1,4,Reassignment Required
816,24,16,PhD,Operations,Medium,50,84,62,49,1181,Low,Low,18,10,Critical,5,98,71,Good,3,1,Suboptimal
817,54,27,Master,Finance,Low,45,63,61,96,7332,High,High,20,5,Critical,7,67,71,Good,0,4,Suboptimal
818,27,23,Diploma,IT,Low,45,63,77,74,5946,Medium,Low,14,5,Medium,7,90,93,Average,4,3,Reassignment Required
819,31,19,Bachelor,IT,Expert,71,55,34,86,8450,Medium,High,5,8,Low,7,78,91,Poor,3,3,Optimal
820,26,22,Bachelor,Operations,Low,78,70,90,96,3945,Low,High,11,4,High,2,95,92,Average,5,3,Suboptimal
821,44,17,Diploma,Operations,High,87,88,32,62,9846,Low,High,27,11,Low,6,98,96,Poor,3,4,Reassignment Required
822,31,17,PhD,IT,Medium,52,82,53,45,4686,Medium,Expert,9,4,High,8,91,73,Average,4,4,Reassignment Required
823,23,21,Diploma,IT,Medium,98,48,63,50,3288,Medium,Medium,29,5,High,6,80,85,Good,5,1,Optimal
824,34,13,PhD,Finance,High,42,66,71,99,3831,Medium,Expert,17,11,Medium,2,82,96,Average,3,1,Suboptimal
825,23,17,Bachelor,Operations,Medium,95,95,49,82,9913,Low,Low,12,4,High,9,95,73,Poor,2,2,Reassignment Required
826,41,14,PhD,Finance,Expert,95,80,70,90,4248,Medium,Low,25,11,Low,3,74,89,Good,4,2,Suboptimal
827,22,14,Diploma,R&D,Medium,80,53,49,66,9501,Low,Medium,26,9,Low,5,61,81,Average,4,2,Suboptimal
828,58,5,Diploma,IT,Low,95,84,35,94,2025,Medium,Medium,1,10,High,3,71,91,Average,5,0,Suboptimal
829,30,26,Diploma,Marketing,Medium,74,64,86,70,5412,Medium,Low,1,6,Low,8,97,97,Good,2,3,Reassignment Required
830,38,14,PhD,Marketing,Medium,77,82,71,98,6902,High,Medium,4,4,Critical,5,65,97,Poor,1,4,Reassignment Required
831,30,17,PhD,R&D,High,96,83,54,69,4643,Medium,Medium,29,8,Low,7,97,98,Average,1,3,Optimal
832,32,3,PhD,IT,High,56,61,70,42,9559,Low,High,22,4,Critical,5,60,98,Poor,3,4,Optimal
833,36,22,Bachelor,Operations,Low,42,74,70,52,5650,Medium,Expert,18,7,Critical,9,97,89,Average,4,0,Suboptimal
834,45,7,Master,Marketing,High,73,72,32,98,2249,High,Expert,17,5,Low,7,85,83,Average,2,4,Reassignment Required
835,59,14,Master,Operations,Low,51,66,72,93,3983,Medium,Expert,12,8,Critical,6,82,70,Excellent,5,2,Suboptimal
836,56,2,Diploma,Marketing,Expert,63,79,75,79,5575,Medium,High,20,7,Low,9,60,86,Excellent,4,3,Reassignment Required
837,51,29,Bachelor,Operations,Low,45,65,86,60,8447,Medium,High,24,8,Low,8,80,93,Average,5,3,Reassignment Required
838,52,14,PhD,Marketing,Medium,81,58,80,82,5109,Low,Medium,22,5,High,6,78,87,Excellent,5,3,Suboptimal
839,26,12,Diploma,Operations,Low,50,84,34,50,5023,Medium,Medium,12,7,Low,5,88,81,Poor,2,0,Optimal
840,35,8,Bachelor,R&D,Expert,87,78,44,84,8969,Medium,High,5,11,Low,8,85,94,Excellent,1,3,Reassignment Required
841,32,1,Diploma,Finance,Medium,66,84,68,42,1589,Medium,High,1,8,High,8,93,79,Good,1,1,Suboptimal
842,30,23,Bachelor,Operations,Low,87,65,99,77,2782,High,Low,19,11,Medium,7,76,93,Excellent,3,2,Optimal
843,55,7,Bachelor,Finance,High,63,45,67,70,5568,Low,High,7,9,Low,6,77,84,Average,5,2,Optimal
844,33,28,Master,Finance,High,57,42,68,63,5412,Low,High,15,11,Medium,6,91,86,Good,5,4,Reassignment Required
845,56,29,Diploma,IT,High,66,45,81,81,5680,High,Expert,14,10,Medium,7,63,95,Average,2,0,Suboptimal
846,56,19,PhD,R&D,Low,93,67,32,90,9990,Low,Low,26,4,High,9,89,80,Excellent,5,4,Optimal
847,22,16,Master,Finance,Low,94,42,58,51,1470,High,Expert,3,6,Medium,9,90,93,Average,1,4,Reassignment Required
848,43,12,Master,HR,Expert,95,52,60,85,5827,Medium,Expert,5,11,Medium,4,77,94,Excellent,0,2,Suboptimal
849,50,0,PhD,Finance,Medium,80,52,95,82,6067,Low,Low,6,4,Critical,8,64,89,Poor,1,1,Reassignment Required
850,29,1,Bachelor,Operations,Medium,60,96,74,66,3994,Medium,Low,25,6,Medium,8,91,76,Good,4,0,Suboptimal
851,32,29,PhD,Finance,Medium,98,52,51,60,4129,Medium,Low,11,3,High,4,88,89,Good,5,0,Reassignment Required
852,58,14,Diploma,Operations,Medium,90,40,39,64,7167,Low,Medium,19,4,Low,7,71,98,Poor,5,0,Reassignment Required
853,35,11,PhD,Operations,Low,73,79,50,69,2313,Medium,Low,22,8,Critical,5,74,88,Good,5,1,Suboptimal
854,51,13,Bachelor,HR,Low,95,76,46,69,7546,Medium,Expert,27,9,High,8,74,80,Average,2,0,Reassignment Required
855,56,24,PhD,Finance,Expert,72,70,96,97,8934,High,Low,2,6,High,6,94,70,Average,5,3,Suboptimal
856,42,28,Bachelor,Finance,Medium,97,91,36,49,6358,Low,Medium,25,4,Critical,8,94,87,Excellent,0,1,Optimal
857,58,1,Bachelor,Marketing,Low,87,56,65,42,1282,Medium,Expert,12,5,Critical,8,73,92,Good,5,4,Optimal
858,26,17,Diploma,Marketing,Low,93,48,96,52,8609,High,Low,25,4,High,9,98,91,Good,1,3,Reassignment Required
859,40,21,PhD,IT,Low,57,84,59,99,2398,Low,Low,23,4,Low,4,77,84,Good,1,4,Suboptimal
860,35,6,PhD,Operations,Low,42,96,58,66,3733,Medium,Expert,14,10,Medium,3,97,82,Poor,2,0,Optimal
861,47,28,Diploma,HR,Medium,63,52,62,57,5067,Medium,Expert,27,5,Low,5,81,93,Excellent,0,1,Suboptimal
862,25,22,Bachelor,Marketing,Medium,40,76,88,98,3357,Medium,Low,9,7,Medium,5,97,96,Good,2,3,Optimal
863,46,28,PhD,Finance,Low,45,53,49,84,4238,Medium,Medium,20,4,Low,8,70,85,Good,1,1,Suboptimal
864,46,24,Diploma,IT,High,58,50,58,63,8989,Medium,Expert,16,9,Critical,3,62,88,Average,3,1,Suboptimal
865,39,5,Bachelor,HR,Expert,61,64,82,85,8210,Low,High,26,5,Critical,5,73,75,Poor,2,1,Optimal
866,29,13,Diploma,R&D,Medium,90,70,30,53,1787,Low,Low,17,9,Critical,6,84,97,Good,5,4,Optimal
867,35,7,PhD,Finance,Medium,82,97,63,78,9234,High,Expert,17,3,High,8,73,91,Good,1,1,Reassignment Required
868,53,26,Diploma,Finance,High,98,53,73,83,6784,High,Expert,2,10,High,9,90,97,Poor,2,0,Suboptimal
869,59,21,Master,R&D,Medium,47,96,43,96,5643,High,Low,10,3,Medium,4,84,85,Average,1,3,Reassignment Required
870,54,1,Bachelor,Operations,High,44,46,66,43,5321,Low,Low,11,4,Critical,2,78,87,Poor,2,2,Optimal
871,44,16,Master,Operations,High,91,63,64,55,5728,Low,Low,3,4,High,8,71,70,Excellent,1,1,Optimal
872,36,4,Master,Marketing,Low,48,88,88,90,6640,Low,Medium,2,6,High,4,66,87,Average,0,3,Suboptimal
873,54,13,Bachelor,Marketing,Medium,86,75,53,49,4410,Medium,High,4,4,Critical,7,73,78,Good,4,4,Suboptimal
874,46,24,Bachelor,Finance,Expert,60,81,94,87,2358,Low,Expert,8,9,Low,3,88,82,Good,4,4,Optimal
875,38,23,Diploma,Finance,High,67,81,35,76,1537,Low,Low,19,11,Critical,2,73,85,Excellent,2,1,Reassignment Required
876,54,29,Bachelor,Marketing,Expert,85,86,97,66,4868,Medium,Low,20,8,Medium,7,82,91,Poor,5,1,Suboptimal
877,23,28,Master,R&D,Low,43,91,67,87,5576,High,Medium,18,2,Critical,9,73,88,Good,1,0,Suboptimal
878,35,19,Master,Marketing,Medium,95,83,30,40,5525,High,High,1,7,Low,7,82,95,Poor,4,2,Reassignment Required
879,27,20,PhD,Finance,Low,63,80,70,44,4583,High,Expert,24,3,Low,9,67,92,Poor,4,1,Optimal
880,27,28,Bachelor,HR,Low,47,42,60,52,8898,Medium,High,23,9,Critical,6,72,70,Poor,2,1,Optimal
881,24,20,Master,Finance,Expert,91,86,65,84,2350,Medium,High,26,11,High,6,95,99,Good,5,0,Optimal
882,28,21,PhD,HR,Expert,56,83,83,42,4856,Medium,Low,2,9,Low,8,60,98,Average,2,4,Optimal
883,29,2,PhD,HR,High,73,65,60,56,3625,Low,Low,8,8,Medium,9,96,77,Good,2,2,Reassignment Required
884,36,4,Diploma,Finance,Medium,59,86,58,58,5307,High,Low,29,9,High,8,85,79,Average,3,4,Optimal
885,50,15,Master,IT,Low,55,65,32,76,3925,Medium,Medium,10,2,Medium,4,63,76,Average,0,1,Suboptimal
886,54,17,Diploma,Marketing,High,49,40,87,44,7714,Medium,Medium,19,9,Medium,8,75,72,Average,0,2,Suboptimal
887,51,25,Master,Operations,High,73,54,90,86,8197,High,Medium,7,2,Medium,5,84,82,Good,0,1,Suboptimal
888,48,16,Diploma,Finance,Low,82,50,35,81,7006,High,Low,17,4,Medium,7,78,89,Excellent,1,0,Reassignment Required
889,57,10,Diploma,HR,Low,49,76,49,83,9541,Low,Low,28,5,Low,5,79,80,Excellent,1,0,Reassignment Required
890,50,16,Bachelor,Finance,High,69,46,90,63,2537,High,Low,29,4,High,3,85,92,Average,0,4,Suboptimal
891,59,15,Diploma,Marketing,Low,69,51,75,82,3728,Medium,High,3,3,Critical,5,91,89,Good,2,3,Optimal
892,54,25,Bachelor,R&D,Low,90,91,42,72,8381,Low,Medium,25,4,Low,6,62,74,Excellent,3,4,Optimal
893,58,22,PhD,HR,Expert,64,96,52,94,5346,High,Medium,15,10,High,2,66,82,Excellent,0,2,Optimal
894,48,1,Master,Operations,Medium,96,77,60,60,3366,Low,High,4,3,Critical,7,91,81,Good,5,0,Optimal
895,54,3,PhD,Operations,High,85,93,33,42,8028,Medium,Expert,17,6,Critical,4,64,85,Poor,2,4,Suboptimal
896,25,20,Master,Operations,Low,82,42,95,43,7868,Medium,High,11,4,Low,8,80,86,Excellent,4,0,Optimal
897,43,6,PhD,R&D,High,80,81,45,90,4875,Medium,High,6,10,High,4,89,83,Excellent,3,3,Reassignment Required
898,23,1,Master,IT,Medium,46,97,60,71,7041,Medium,Low,17,8,Medium,4,79,90,Good,1,4,Optimal
899,31,29,Diploma,HR,High,86,92,77,63,4601,Low,Expert,10,11,Medium,5,88,95,Good,4,0,Optimal
900,26,5,Master,R&D,High,59,65,72,91,5174,Low,High,1,4,Critical,2,83,99,Good,4,1,Suboptimal
901,31,16,Master,HR,High,56,93,33,74,1923,Medium,Expert,18,3,Low,5,60,79,Excellent,5,3,Optimal
902,54,6,PhD,R&D,Expert,42,69,91,57,1618,Low,Expert,14,3,Low,5,84,82,Good,5,1,Suboptimal
903,59,24,PhD,R&D,Medium,86,71,77,42,5400,Medium,Low,19,6,Medium,9,86,99,Average,5,2,Suboptimal
904,34,4,PhD,IT,Medium,85,75,57,78,7342,Medium,Expert,29,10,Low,7,84,81,Average,4,3,Optimal
905,52,4,Bachelor,HR,High,79,84,45,93,4303,High,Low,18,3,Low,6,80,73,Good,2,0,Suboptimal
906,57,19,Bachelor,R&D,High,75,90,98,65,6580,Low,Medium,24,3,High,7,76,88,Excellent,0,1,Reassignment Required
907,45,15,Master,IT,Medium,65,76,59,99,8600,High,High,22,9,High,8,87,81,Excellent,4,2,Suboptimal
908,36,18,Master,Finance,Low,49,94,94,92,9122,Medium,Low,1,4,Critical,6,91,94,Excellent,0,1,Suboptimal
909,50,8,Diploma,Marketing,Expert,73,98,98,63,1082,High,Low,22,4,High,7,93,70,Good,4,3,Optimal
